text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
OBRONIMY DEMOKRACJE !!!!!!!!  #WolneSady #ZamachLipcowy #sadnajwyzszy https://t.co/TJuCNGVyUE,FALSE,1,NA,2017-07-20T20:38:34Z,FALSE,NA,888136068222128129,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MichaGrodecki,0,FALSE,FALSE,NA,NA
Poland on a straight way to fascism! #ZamachLipcowy #DuckOff,FALSE,0,NA,2017-07-20T20:07:03Z,FALSE,NA,888128138990899201,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Convulsia,0,FALSE,FALSE,NA,NA
≈ªeby siƒô @R_A_Ziemkiewicz w ten spos√≥b o partii rzƒÖdzƒÖcej wypowiedzia≈Ç? Nie spodziewa≈Çem siƒô Ì†ΩÌ∏Ç#ZamachLipcowy https://t.co/qqZHXjR2xW,FALSE,0,NA,2017-07-20T19:24:00Z,FALSE,NA,888117303312699393,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",grzesinskixx,0,FALSE,FALSE,NA,NA
"Obywatele nie pozwolƒÖ upartyjniƒá sƒÖd√≥w.Brawo Pozna≈Ñ,Warszawa,Krak√≥w i Katowice !!!! #ZamachLipcowy #WolneSady‚Ä¶ https://t.co/h28FwapnQ0",FALSE,1,NA,2017-07-20T19:14:54Z,TRUE,NA,888115014489358337,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MichaGrodecki,0,FALSE,FALSE,NA,NA
Ulica i Zagranica #ZamachLipcowy https://t.co/9f4xZdJEFg,FALSE,1,NA,2017-07-20T19:03:25Z,FALSE,NA,888112126677598209,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MariazMagdali3,0,FALSE,FALSE,NA,NA
Brawo Pozna≈Ñ #ZamachLipcowy #WolneSady https://t.co/yBBGkPa3kR,FALSE,0,NA,2017-07-20T18:59:03Z,FALSE,NA,888111025697849348,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MichaGrodecki,0,FALSE,FALSE,NA,NA
"Dla zwiƒôkszenia efektu ludzie, demonstrujƒÖcy pod Sejmem, powinni jeszcze lizaƒá p≈Çyty chodnikowe. #TepaOpozycja #ZamachLipcowy",FALSE,7,NA,2017-07-20T13:59:32Z,FALSE,NA,888035651832213504,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Gabi_Aga_,0,FALSE,FALSE,NA,NA
"@Polskawruinie1 Polski szkoda.
#ZamachLipcowy",FALSE,1,Polskawruinie1,2017-07-20T12:47:31Z,FALSE,887949289321877505,888017528324317184,3338740199,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Podkanski_S,0,FALSE,FALSE,NA,NA
"#PRLPiS #Piotrowicz 
ZmieniajƒÖc trochƒô polskie powiedzenie, powiem tak...
Cz≈Çowiek z PRL wyjdzie ale PRL z cz≈Çowiek‚Ä¶ https://t.co/Qvb0kGk2Iy",FALSE,1,NA,2017-07-20T12:37:46Z,TRUE,NA,888015074216087552,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Podkanski_S,0,FALSE,FALSE,NA,NA
"Candlelight Vigil for Democracy 9PM @PolishEmbassyUK 
@kwoParasolki #ZamachLipcowy #Obro≈ÑmyDemokracje‚Ä¶ https://t.co/L7RbC6c7ew",FALSE,13,NA,2017-07-20T00:40:04Z,TRUE,NA,887834457666981892,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FARSA_Escobar,5,FALSE,FALSE,NA,NA
"Czas na sportowc√≥w,
pi≈Çkarze/ki 
siatkarze/ki
wielu Polak√≥w uto≈ºsamia siƒô z wami, poka≈ºcie czy zgadzacie siƒô na pa≈Ñstwo #PiS #ZamachLipcowy",FALSE,1,NA,2017-07-19T22:10:00Z,FALSE,NA,887796690111037440,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eMdzeJDi,0,FALSE,FALSE,NA,NA
"@Polskawruinie1 Naliczy≈Çem 6 os√≥b! Zgadza siƒô? Ì†ΩÌ∏â
#ZamachLipcowy #NieDlaPiS #TVPiS 
#propaganda",FALSE,0,Polskawruinie1,2017-07-19T20:31:15Z,FALSE,887751540739637249,887771839732297733,3338740199,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Podkanski_S,0,FALSE,FALSE,NA,NA
Nie moze byc tak ze sƒôdziowie sƒÖ wybierani przez partie rzadzaca majaca wiekszosc glosow ...bo tu  o korupcje bardzo ≈Çatwo #ZamachLipcowy,FALSE,1,NA,2017-07-19T20:00:44Z,FALSE,NA,887764162365018112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KosiHoops,0,FALSE,FALSE,NA,NA
#BedzieszSiedzial #ZamachLipcowy To nie jest normalne. To jest przera≈ºajƒÖce. https://t.co/TEUSoHU1f0,FALSE,1,NA,2017-07-19T17:21:21Z,FALSE,NA,887724052449820673,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AndyChylinski,1,FALSE,FALSE,NA,NA
"@T_Stanislawski KanaliƒÖ bym nazwa≈Ç osobƒô, kt√≥ra siƒô tak zachowujƒô... KROPKA! #ZamachLipcowy",FALSE,1,T_Stanislawski,2017-07-19T15:43:56Z,FALSE,887556505754587136,887699536151543810,2549508198,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Podkanski_S,0,FALSE,FALSE,NA,NA
"TakƒÖ Polskƒô wybra≈Ça czƒô≈õƒá suwerena. 
Prezes cham, pos≈Çowie #PiS  niegodni stanowiska, PL - bezprawie #PiS.oskie.
#ZamachLipcowy #NieDlaPiS",FALSE,0,NA,2017-07-19T15:40:04Z,FALSE,NA,887698562905243648,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Podkanski_S,0,FALSE,FALSE,NA,NA
#ZamachLipcowy w ca≈Çej Polsce protestuje w obronie kasty mniej os√≥b ni≈º w samej Warszawie przeciwko podwy≈ºszaniu wieku emerytalnego przez po,FALSE,0,NA,2017-07-19T13:08:23Z,FALSE,NA,887660391211388928,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",energetykPL_RPA,0,FALSE,FALSE,NA,NA
"@SchetynadlaPO Tak, zgoda. A ≈ºeby zatrzymaƒá #ZamachLipcowy musicie og≈Çosiƒá manifest. Najlepiej te≈º lipcowy. Pasuje jak ula≈Ç.",FALSE,7,SchetynadlaPO,2017-07-19T10:46:35Z,FALSE,887621762132955136,887624705821347840,4267404640,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mr_Zoob,0,FALSE,FALSE,NA,NA
"@Gasiuk_Pihowicz  dziƒôkujƒô Pani za s≈Çowa, kt√≥re wczoraj w sejmie pad≈Çy z Pani ust! #sejm #ZamachLipcowy",FALSE,0,Gasiuk_Pihowicz,2017-07-19T08:36:07Z,FALSE,NA,887591873606561792,3401329131,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hillybile,0,FALSE,FALSE,NA,NA
"Huczy mi po g≈Çowie ""ja bez ≈ºadnego trybu""... nie≈Çadnie #sejm #kaczynski #ZamachLipcowy",FALSE,0,NA,2017-07-19T08:32:52Z,FALSE,NA,887591052839985152,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hillybile,0,FALSE,FALSE,NA,NA
"Jedno z piƒôkniejszych ujƒôƒá. Krzepi...
#ZamachLipcowy https://t.co/Zu8vCCZ7JD",FALSE,1,NA,2017-07-19T04:23:38Z,FALSE,NA,887528331041755136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Podkanski_S,0,FALSE,FALSE,NA,NA
Dyktatura w zarodku! #ZamachLipcowy https://t.co/XwnS07HtT2,FALSE,6,NA,2017-07-18T22:58:01Z,FALSE,NA,887446388480593920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MariazMagdali3,5,FALSE,FALSE,NA,NA
